x1,x2,x3,target_1,target_2,target_3,dist,000,001,010,100,011,110,101,111
0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2,0,0,0,0.11547005383792516,0.90328,0.0,0.0,0.09672,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0,0,0,0.11547005383792516,0.90481,0.0,0.09519,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0,0,0,0.11547005383792516,0.9051,0.0949,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4,0,0,0,0.23094010767585033,0.65154,0.0,0.0,0.34846,0.0,0.0,0.0,0.0
0.0,0.4,0.0,0,0,0,0.23094010767585033,0.65359,0.0,0.34641,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0,0,0,0.23094010767585033,0.65259,0.34741,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6,0,0,0,0.34641016151377546,0.34651,0.0,0.0,0.65349,0.0,0.0,0.0,0.0
0.0,0.6,0.0,0,0,0,0.34641016151377546,0.34827,0.0,0.65173,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0,0,0,0.34641016151377546,0.34568,0.65432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8,0,0,0,0.46188021535170065,0.09551,0.0,0.0,0.90449,0.0,0.0,0.0,0.0
0.0,0.8,0.0,0,0,0,0.46188021535170065,0.09616,0.0,0.90384,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0,0,0,0.46188021535170065,0.09394,0.90606,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0,0,0,0.5773502691896258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0,0,0,0.5773502691896258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0,0,0,0.5773502691896258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.2,0,0,0,0.16329931618554525,0.81844,0.0,0.08666,0.08554,0.0,0.00936,0.0,0.0
0.2,0.0,0.2,0,0,0,0.16329931618554525,0.81639,0.08683,0.0,0.08733,0.0,0.0,0.00945,0.0
0.2,0.2,0.0,0,0,0,0.16329931618554525,0.8184,0.08574,0.08689,0.0,0.00897,0.0,0.0,0.0
0.0,0.2,0.4,0,0,0,0.25819888974716115,0.59358,0.0,0.06169,0.31082,0.0,0.03391,0.0,0.0
0.0,0.4,0.2,0,0,0,0.25819888974716115,0.59242,0.0,0.31149,0.06329,0.0,0.0328,0.0,0.0
0.2,0.0,0.4,0,0,0,0.25819888974716115,0.5938,0.06304,0.0,0.31024,0.0,0.0,0.03292,0.0
0.2,0.4,0.0,0,0,0,0.25819888974716115,0.59262,0.06163,0.31273,0.0,0.03302,0.0,0.0,0.0
0.4,0.0,0.2,0,0,0,0.25819888974716115,0.59129,0.31385,0.0,0.06202,0.0,0.0,0.03284,0.0
0.4,0.2,0.0,0,0,0,0.25819888974716115,0.59315,0.31063,0.06299,0.0,0.03323,0.0,0.0,0.0
0.0,0.2,0.6,0,0,0,0.36514837167011077,0.31678,0.0,0.03371,0.58783,0.0,0.06168,0.0,0.0
0.0,0.6,0.2,0,0,0,0.36514837167011077,0.31098,0.0,0.59254,0.03286,0.0,0.06362,0.0,0.0
0.2,0.0,0.6,0,0,0,0.36514837167011077,0.31252,0.03319,0.0,0.59265,0.0,0.0,0.06164,0.0
0.2,0.6,0.0,0,0,0,0.36514837167011077,0.31351,0.03327,0.59118,0.0,0.06204,0.0,0.0,0.0
0.6,0.0,0.2,0,0,0,0.36514837167011077,0.3134,0.59071,0.0,0.03356,0.0,0.0,0.06233,0.0
0.6,0.2,0.0,0,0,0,0.36514837167011077,0.31089,0.59508,0.03356,0.0,0.06047,0.0,0.0,0.0
0.0,0.2,0.8,0,0,0,0.47609522856952347,0.08559,0.0,0.00885,0.81976,0.0,0.0858,0.0,0.0
0.0,0.8,0.2,0,0,0,0.47609522856952347,0.0867,0.0,0.81792,0.00962,0.0,0.08576,0.0,0.0
0.2,0.0,0.8,0,0,0,0.47609522856952347,0.08689,0.00894,0.0,0.81789,0.0,0.0,0.08628,0.0
0.2,0.8,0.0,0,0,0,0.47609522856952347,0.08685,0.00928,0.81859,0.0,0.08528,0.0,0.0,0.0
0.8,0.0,0.2,0,0,0,0.47609522856952347,0.08565,0.81916,0.0,0.00878,0.0,0.0,0.08641,0.0
0.8,0.2,0.0,0,0,0,0.47609522856952347,0.08824,0.816,0.00933,0.0,0.08643,0.0,0.0,0.0
0.0,0.2,1.0,0,0,0,0.5887840577551898,0.0,0.0,0.0,0.90425,0.0,0.09575,0.0,0.0
0.0,1.0,0.2,0,0,0,0.5887840577551898,0.0,0.0,0.90386,0.0,0.0,0.09614,0.0,0.0
0.2,0.0,1.0,0,0,0,0.5887840577551898,0.0,0.0,0.0,0.904,0.0,0.0,0.096,0.0
0.2,1.0,0.0,0,0,0,0.5887840577551898,0.0,0.0,0.90485,0.0,0.09515,0.0,0.0,0.0
1.0,0.0,0.2,0,0,0,0.5887840577551898,0.0,0.90541,0.0,0.0,0.0,0.0,0.09459,0.0
1.0,0.2,0.0,0,0,0,0.5887840577551898,0.0,0.90525,0.0,0.0,0.09475,0.0,0.0,0.0
0.0,0.4,0.4,0,0,0,0.3265986323710905,0.42841,0.0,0.22554,0.22666,0.0,0.11939,0.0,0.0
0.4,0.0,0.4,0,0,0,0.3265986323710905,0.42847,0.22503,0.0,0.22649,0.0,0.0,0.12001,0.0
0.4,0.4,0.0,0,0,0,0.3265986323710905,0.42773,0.22583,0.22549,0.0,0.12095,0.0,0.0,0.0
0.0,0.4,0.6,0,0,0,0.4163331998932266,0.22784,0.0,0.118,0.42769,0.0,0.22647,0.0,0.0
0.0,0.6,0.4,0,0,0,0.4163331998932266,0.22762,0.0,0.42865,0.11891,0.0,0.22482,0.0,0.0
0.4,0.0,0.6,0,0,0,0.4163331998932266,0.22595,0.11982,0.0,0.42901,0.0,0.0,0.22522,0.0
0.4,0.6,0.0,0,0,0,0.4163331998932266,0.22644,0.11902,0.42869,0.0,0.22585,0.0,0.0,0.0
0.6,0.0,0.4,0,0,0,0.4163331998932266,0.22594,0.4271,0.0,0.12,0.0,0.0,0.22696,0.0
0.6,0.4,0.0,0,0,0,0.4163331998932266,0.22558,0.43035,0.11803,0.0,0.22604,0.0,0.0,0.0
0.0,0.4,0.8,0,0,0,0.5163977794943223,0.06359,0.0,0.03298,0.59268,0.0,0.31075,0.0,0.0
0.0,0.8,0.4,0,0,0,0.5163977794943223,0.06258,0.0,0.59391,0.03382,0.0,0.30969,0.0,0.0
0.4,0.0,0.8,0,0,0,0.5163977794943223,0.06213,0.03265,0.0,0.59207,0.0,0.0,0.31315,0.0
0.4,0.8,0.0,0,0,0,0.5163977794943223,0.0613,0.03228,0.59166,0.0,0.31476,0.0,0.0,0.0
0.8,0.0,0.4,0,0,0,0.5163977794943223,0.0632,0.58951,0.0,0.03298,0.0,0.0,0.31431,0.0
0.8,0.4,0.0,0,0,0,0.5163977794943223,0.06239,0.58895,0.03398,0.0,0.31468,0.0,0.0,0.0
0.0,0.4,1.0,0,0,0,0.6218252702059212,0.0,0.0,0.0,0.65735,0.0,0.34265,0.0,0.0
0.0,1.0,0.4,0,0,0,0.6218252702059212,0.0,0.0,0.65052,0.0,0.0,0.34948,0.0,0.0
0.4,0.0,1.0,0,0,0,0.6218252702059212,0.0,0.0,0.0,0.65514,0.0,0.0,0.34486,0.0
