x1,x2,x3,target_1,target_2,target_3,dist,0-th amplification,1-th amplification,2-th amplification,3-th amplification
0.0,1.0,0.8,0.5,0.5,0.5,0.4434711565216691,0.3899999999999999,0.3766666666666666,0.37,0.41999999999999993
0.8,0.0,1.0,0.5,0.5,0.5,0.4434711565216691,0.43333333333333335,0.46000000000000013,0.37333333333333335,0.4033333333333334
0.8,1.0,0.0,0.5,0.5,0.5,0.4434711565216691,0.3866666666666667,0.36666666666666664,0.3899999999999999,0.43
1.0,0.0,0.8,0.5,0.5,0.5,0.4434711565216691,0.41,0.36999999999999994,0.37666666666666665,0.4033333333333334
1.0,0.8,0.0,0.5,0.5,0.5,0.4434711565216691,0.4000000000000001,0.43,0.41333333333333333,0.40666666666666673
0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5000000000000001,0.5533333333333332,0.5,0.54
1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5099999999999999,0.49999999999999994,0.5000000000000001,0.48
1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.53,0.48999999999999994,0.4833333333333333,0.53
0.2,0.2,0.2,0.5,0.5,0.5,0.30000000000000004,0.19,0.25,0.16999999999999996,0.21000000000000005
0.2,0.2,0.4,0.5,0.5,0.5,0.2516611478423583,0.13333333333333333,0.19333333333333333,0.19999999999999996,0.12333333333333334
0.2,0.4,0.2,0.5,0.5,0.5,0.2516611478423583,0.1733333333333333,0.11999999999999998,0.16333333333333333,0.13333333333333333
0.4,0.2,0.2,0.5,0.5,0.5,0.2516611478423583,0.16666666666666663,0.13333333333333333,0.14333333333333334,0.17999999999999997
0.2,0.2,0.6,0.5,0.5,0.5,0.2516611478423583,0.16,0.15333333333333335,0.15666666666666665,0.16
