x1,x2,x3,target_1,target_2,target_3,dist,000,001,010,100,011,110,101,111
0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0666666667,0,0,0,0.038490017965220065,0.9342,0.0,0.0,0.0658,0.0,0.0,0.0,0.0
0.0,0.0666666667,0.0,0,0,0,0.038490017965220065,0.93346,0.0,0.06654,0.0,0.0,0.0,0.0,0.0
0.0666666667,0.0,0.0,0,0,0,0.038490017965220065,0.93327,0.06673,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.1333333333,0,0,0,0.07698003587270509,0.86727,0.0,0.0,0.13273,0.0,0.0,0.0,0.0
0.0,0.1333333333,0.0,0,0,0,0.07698003587270509,0.86585,0.0,0.13415,0.0,0.0,0.0,0.0,0.0
0.1333333333,0.0,0.0,0,0,0,0.07698003587270509,0.86779,0.13221,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2,0,0,0,0.11547005383792516,0.79958,0.0,0.0,0.20042,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0,0,0,0.11547005383792516,0.7997,0.0,0.2003,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0,0,0,0.11547005383792516,0.79904,0.20096,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2666666667,0,0,0,0.15396007180314522,0.73429,0.0,0.0,0.26571,0.0,0.0,0.0,0.0
0.0,0.2666666667,0.0,0,0,0,0.15396007180314522,0.73077,0.0,0.26923,0.0,0.0,0.0,0.0,0.0
0.2666666667,0.0,0.0,0,0,0,0.15396007180314522,0.7346,0.2654,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3333333333,0,0,0,0.19245008971063024,0.66426,0.0,0.0,0.33574,0.0,0.0,0.0,0.0
0.0,0.3333333333,0.0,0,0,0,0.19245008971063024,0.6666,0.0,0.3334,0.0,0.0,0.0,0.0,0.0
0.3333333333,0.0,0.0,0,0,0,0.19245008971063024,0.66935,0.33065,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4,0,0,0,0.23094010767585033,0.60031,0.0,0.0,0.39969,0.0,0.0,0.0,0.0
0.0,0.4,0.0,0,0,0,0.23094010767585033,0.59695,0.0,0.40305,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0,0,0,0.23094010767585033,0.5996,0.4004,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4666666667,0,0,0,0.2694301256410704,0.53428,0.0,0.0,0.46572,0.0,0.0,0.0,0.0
0.0,0.4666666667,0.0,0,0,0,0.2694301256410704,0.53458,0.0,0.46542,0.0,0.0,0.0,0.0,0.0
0.4666666667,0.0,0.0,0,0,0,0.2694301256410704,0.53324,0.46676,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5333333333,0,0,0,0.3079201435485554,0.46442,0.0,0.0,0.53558,0.0,0.0,0.0,0.0
0.0,0.5333333333,0.0,0,0,0,0.3079201435485554,0.46857,0.0,0.53143,0.0,0.0,0.0,0.0,0.0
0.5333333333,0.0,0.0,0,0,0,0.3079201435485554,0.46792,0.53208,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6,0,0,0,0.34641016151377546,0.40026,0.0,0.0,0.59974,0.0,0.0,0.0,0.0
0.0,0.6,0.0,0,0,0,0.34641016151377546,0.4002,0.0,0.5998,0.0,0.0,0.0,0.0,0.0
0.6,0.0,0.0,0,0,0,0.34641016151377546,0.40119,0.59881,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6666666667,0,0,0,0.3849001794789955,0.33274,0.0,0.0,0.66726,0.0,0.0,0.0,0.0
0.0,0.6666666667,0.0,0,0,0,0.3849001794789955,0.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0
0.6666666667,0.0,0.0,0,0,0,0.3849001794789955,0.33337,0.66663,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7333333333,0,0,0,0.42339019738648054,0.2665,0.0,0.0,0.7335,0.0,0.0,0.0,0.0
0.0,0.7333333333,0.0,0,0,0,0.42339019738648054,0.26567,0.0,0.73433,0.0,0.0,0.0,0.0,0.0
0.7333333333,0.0,0.0,0,0,0,0.42339019738648054,0.26635,0.73365,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8,0,0,0,0.46188021535170065,0.20059,0.0,0.0,0.79941,0.0,0.0,0.0,0.0
0.0,0.8,0.0,0,0,0,0.46188021535170065,0.20121,0.0,0.79879,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0,0,0,0.46188021535170065,0.19883,0.80117,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8666666667,0,0,0,0.5003702333169208,0.13328,0.0,0.0,0.86672,0.0,0.0,0.0,0.0
0.0,0.8666666667,0.0,0,0,0,0.5003702333169208,0.13424,0.0,0.86576,0.0,0.0,0.0,0.0,0.0
0.8666666667,0.0,0.0,0,0,0,0.5003702333169208,0.13315,0.86685,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9333333333,0,0,0,0.5388602512244057,0.06659,0.0,0.0,0.93341,0.0,0.0,0.0,0.0
0.0,0.9333333333,0.0,0,0,0,0.5388602512244057,0.06744,0.0,0.93256,0.0,0.0,0.0,0.0,0.0
0.9333333333,0.0,0.0,0,0,0,0.5388602512244057,0.06626,0.93374,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0,0,0,0.5773502691896258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0,0,0,0.5773502691896258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0,0,0,0.5773502691896258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0666666667,0.0666666667,0,0,0,0.05443310542239829,0.87111,0.0,0.06278,0.06204,0.0,0.00407,0.0,0.0
0.0666666667,0.0,0.0666666667,0,0,0,0.05443310542239829,0.87079,0.06275,0.0,0.06254,0.0,0.0,0.00392,0.0
0.0666666667,0.0666666667,0.0,0,0,0,0.05443310542239829,0.87171,0.06132,0.0625,0.0,0.00447,0.0,0.0,0.0
0.0,0.0666666667,0.1333333333,0,0,0,0.08606629657378041,0.81012,0.0,0.05602,0.12422,0.0,0.00964,0.0,0.0
0.0,0.1333333333,0.0666666667,0,0,0,0.08606629657378041,0.80809,0.0,0.12461,0.05839,0.0,0.00891,0.0,0.0
0.0666666667,0.0,0.1333333333,0,0,0,0.08606629657378041,0.80716,0.05829,0.0,0.12557,0.0,0.0,0.00898,0.0
0.0666666667,0.1333333333,0.0,0,0,0,0.08606629657378041,0.80828,0.05801,0.12523,0.0,0.00848,0.0,0.0,0.0
0.1333333333,0.0,0.0666666667,0,0,0,0.08606629657378041,0.80772,0.12574,0.0,0.05785,0.0,0.0,0.00869,0.0
0.1333333333,0.0666666667,0.0,0,0,0,0.08606629657378041,0.81061,0.12247,0.05827,0.0,0.00865,0.0,0.0,0.0
0.0,0.0666666667,0.2,0,0,0,0.12171612389612274,0.74585,0.0,0.05357,0.18685,0.0,0.01373,0.0,0.0
0.0,0.2,0.0666666667,0,0,0,0.12171612389612274,0.74809,0.0,0.18475,0.05365,0.0,0.01351,0.0,0.0
0.0666666667,0.0,0.2,0,0,0,0.12171612389612274,0.74644,0.05418,0.0,0.18624,0.0,0.0,0.01314,0.0
0.0666666667,0.2,0.0,0,0,0,0.12171612389612274,0.74673,0.05261,0.18707,0.0,0.01359,0.0,0.0,0.0
0.2,0.0,0.0666666667,0,0,0,0.12171612389612274,0.74934,0.18431,0.0,0.05291,0.0,0.0,0.01344,0.0
0.2,0.0666666667,0.0,0,0,0,0.12171612389612274,0.75012,0.18432,0.05252,0.0,0.01304,0.0,0.0,0.0
0.0,0.0666666667,0.2666666667,0,0,0,0.15869840954651246,0.68458,0.0,0.04872,0.24908,0.0,0.01762,0.0,0.0
0.0,0.2666666667,0.0666666667,0,0,0,0.15869840954651246,0.68625,0.0,0.2475,0.04859,0.0,0.01766,0.0,0.0
0.0666666667,0.0,0.2666666667,0,0,0,0.15869840954651246,0.68471,0.04854,0.0,0.24914,0.0,0.0,0.01761,0.0
0.0666666667,0.2666666667,0.0,0,0,0,0.15869840954651246,0.68513,0.04886,0.24873,0.0,0.01728,0.0,0.0,0.0
0.2666666667,0.0,0.0666666667,0,0,0,0.15869840954651246,0.68219,0.25134,0.0,0.04812,0.0,0.0,0.01835,0.0
0.2666666667,0.0666666667,0.0,0,0,0,0.15869840954651246,0.68653,0.24705,0.04831,0.0,0.01811,0.0,0.0,0.0
0.0,0.0666666667,0.3333333333,0,0,0,0.19626135256996624,0.62179,0.0,0.0432,0.31254,0.0,0.02247,0.0,0.0
0.0,0.3333333333,0.0666666667,0,0,0,0.19626135256996624,0.62344,0.0,0.30912,0.04495,0.0,0.02249,0.0,0.0
